지점	카테고리	조닝	브랜드	매장유형	평수	25년 3월 매출	25년 4월 매출	평매출	25년 5월 매출	평매출	25년 6월 매출	평매출	26년 3월 매출	3월 성장률	26년 4월 매출	4월 성장률
창원점	아동의류(특정매입)	유아	모이몰른	정상	11.0	44,572,900	37,360,700	113214	48,139,438	145877	21,320,510	64608	42,869,340	-3.8%	48,176,180	28.9%
창원점	아동의류(특정매입)	주니어	행텐틴즈	정상	10.2	63,592,710	58,444,840	190996	64,960,115	212288	32,328,130	105647	62,717,260	-1.4%	71,482,760	22.3%
창원점	여성의류(특정)NC	마담	올리비아로렌	상설	12.1	30,984,340	32,170,900	88625	37,934,580	104503	23,616,080	65058	39,919,280	28.8%	31,452,930	-2.2%
창원점	여성의류(특정)NC	여성커리어	더레노마	정상	14.2	5,889,700	15,018,500	35255	14,229,300	33402	9,833,200	23083	13,931,400	136.5%	13,574,500	-9.6%
창원점	스포츠(특정)NC	스포츠	나이키(NIKE)	#N/A	#N/A			-	17,726,440	-		-		-	7,006,380	-
창원점	스포츠(특정)NC	스포츠	아디다스(ADIDAS)	정상	40.4	92,841,360	86,630,200	71564	186,506,900	154071	69,080,050	57066	144,718,520	55.9%	164,447,350	89.8%
창원점	스포츠(특정)NC	아웃도어	웨스트우드	정상	17.5	22,889,000	24,299,300	46284	20,682,400	39395	17,807,860	33920	23,938,700	4.6%	34,797,820	43.2%
창원점	스포츠(특정)NC	스포츠	푸마(PUMA)	#N/A	18.6	11,692,500	9,751,400	17480	16,167,100	28980	10,358,900	18569		-100.0%		-100.0%
창원점	스포츠(특정)NC	스포츠	프로스펙스	#N/A	13.6	45,360,600	46,118,200	112840	51,390,400	125740	31,617,160	77360		-100.0%		-100.0%
창원점	스포츠(특정)NC	아웃도어	콜핑(KOLPING)	정상	11.0	13,204,600	22,957,000	69567	32,851,000	99548	15,842,000	48006	13,568,000	2.8%	20,828,000	-9.3%
창원점	스포츠(특정)NC	스포츠	뉴발란스	상설	38.9	91,735,970	48,653,780	41639	106,401,150	91061	49,476,150	42343	87,919,590	-4.2%	72,955,010	49.9%
창원점	스포츠(특정)NC	스포츠	크록스(CROCS)	복합	#N/A	35,848,860	47,123,110	-	52,417,120	-	50,235,680	-	36,835,350	2.8%	60,141,430	27.6%
창원점	스포츠(특정)NC	골프	디즈니골프	정상	10.9	30,393,490	24,339,900	74434	0	0		0		-100.0%		-100.0%
창원점	스포츠(특정)NC	골프	제이디엑스(JDX)	정상	11.0	19,009,140	15,023,600	45526	0	0		0		-100.0%		-100.0%
창원점	스포츠(특정)NC	골프	팬텀	정상	10.9	33,857,076	36,114,569	110442	0	0		0		-100.0%		-100.0%
창원점	스포츠(특정)NC	스포츠	휠라(FILA)	복합	24.1	45,789,100	38,995,900	53907	49,313,700	68170	36,218,500	50068	44,853,000	-2.0%	40,769,800	4.5%
창원점	스포츠(특정)NC	스포츠	스케쳐스	정상	27.2	37,171,800	26,851,900	32919	46,876,000	57467	30,811,900	37773	50,267,300	35.2%	42,184,200	57.1%
창원점	스포츠(특정)NC	애슬레져	제인코트&티막	정상	6.5	15,494,400	14,168,500	72938	21,531,750	110844	21,114,200	108694	11,896,000	-23.2%	21,814,500	54.0%
창원점	스포츠(특정)NC	아웃도어	트렉스타	정상	14.0	29,445,700	13,608,388	32401	19,931,700	47456	18,227,000	43398	25,235,400	-14.3%	21,761,200	59.9%
창원점	스포츠(특정)NC	아웃도어	디스커버리	#N/A	#N/A	42,281,300	0	-	42,259,600	-	17,257,100	-	54,524,100	29.0%		-
부천점	캐쥬얼(특정매입)	진	리바이스	복합	16.8	13,388,000	14,912,450	29577	16,436,300	32600	8,997,450	17846	23,649,050	76.6%	32,127,150	115.4%
부천점	캐쥬얼(특정매입)	이지	후아유	정상	34.2	65,763,940	57,890,100	56423	61,021,730	59475	34,314,180	33445	53,679,720	-18.4%	46,371,420	-19.9%
부천점	캐쥬얼(특정매입)	이지	폴햄	정상	44.8	99,593,800	173,319,550	128986	140,609,350	104643	140,348,718	104449	88,192,150	-11.4%	139,532,050	-19.5%
부천점	캐쥬얼(특정매입)	이지	지오다노	#N/A	74.0	58,794,210	52,310,000	23559	56,867,520	25612	61,811,960	27839		-100.0%		-100.0%
부천점	캐쥬얼(특정매입)	이지	마인드브릿지	정상	32.4	62,377,450	56,601,160	58163	63,294,370	65040	52,057,000	53493	68,383,400	9.6%	73,966,280	30.7%
부천점	캐쥬얼(특정매입)	이지	프로젝트M	정상	26.2	85,858,900	84,415,550	107237	108,834,200	138257	72,110,300	91605	65,690,850	-23.5%	89,224,800	5.7%
부천점	캐쥬얼(특정매입)	스트릿	멤버헐리데이	복합	14.1	39,593,730	35,022,680	82928	45,555,220	107868	39,139,170	92676	43,941,340	11.0%	51,121,210	46.0%
부천점	캐쥬얼(특정매입)	스트릿	JEEP	상설	16.1	40,209,635	26,304,155	54514	21,554,790	44671	10,376,950	21506	26,159,620	-34.9%	23,058,680	-12.3%
부천점	캐쥬얼(특정매입)	스트릿	NBA	상설	17.8	46,664,100	39,745,000	74443	37,900,100	70987	40,532,800	75918	35,663,400	-23.6%	36,145,150	-9.1%
부천점	캐쥬얼(특정매입)	스트릿	더블에이트	복합	12.2	41,512,400	34,594,900	94522	46,336,200	126602	36,245,100	99030	30,759,100	-25.9%	33,857,700	-2.1%
부천점	캐쥬얼(특정매입)	진	게스(GUESS)(진)	상설	24.9	105,725,600	119,788,400	160359	163,726,500	219179	128,805,900	172431	112,130,500	6.1%	156,422,600	30.6%
부천점	캐쥬얼(특정매입)	진	버커루	복합	11.9	21,398,130	23,268,800	64907	26,745,400	74605	22,153,900	61797	33,569,900	56.9%	43,236,500	85.8%
부천점	캐쥬얼(특정매입)	스트릿	그루브라임플레이	복합	15.8	35,934,000	35,073,850	74123	47,843,860	101111	30,995,050	65503	29,575,500	-17.7%	34,231,000	-2.4%
부천점	캐쥬얼(특정매입)	이지	위라이크	복합	14.5	68,919,200	53,298,100	122524	68,320,600	157059	53,348,800	122641	43,163,560	-37.4%	48,476,000	-9.0%
부천점	캐쥬얼(특정매입)	스트릿	알래스카	정상	10.8	17,196,940	20,819,860	64259	24,566,430	75822	26,561,030	81978	16,671,370	-3.1%	29,332,700	40.9%
부천점	잡화(특정매입)	제화	무크(MOOK)	상설	12.4	17,929,060	20,333,210	54678	23,851,480	64139	23,604,715	63475	22,802,600	27.2%	22,643,080	11.4%
부천점	잡화(특정매입)	제화	미소페(MISOPE)	정상	12.6	24,423,120	26,028,200	68858	25,640,400	67832	26,870,100	71085	29,338,400	20.1%	24,479,900	-5.9%
부천점	잡화(특정매입)	제화	에스콰이아(ESQUIRE)	정상	14.9	29,655,900	25,752,780	57423	37,748,200	84169	48,427,640	107982	31,697,320	6.9%	28,835,460	12.0%
부천점	잡화(특정매입)	제화	엘칸토(ELCANTO )	정상	13.9	32,220,900	30,924,500	74159	22,688,500	54409	24,135,300	57878	37,766,900	17.2%	54,054,900	74.8%
부천점	잡화(특정매입)	핸드백/피혁	키플링(KIPLING)	상설	7.9	37,312,400	42,758,500	180416	34,751,400	146630	36,314,000	153224	31,738,200	-14.9%	36,431,600	-14.8%
부천점	잡화(특정매입)	제화	허쉬파피(HUSHPUPPIES)	정상	7.6	38,942,480	37,226,940	163731	42,638,430	187532	56,176,200	247074	55,033,740	41.3%	59,064,170	58.7%
부천점	잡화(특정매입)	핸드백/피혁	닥스(핸드백)	상설	17.1		19,162,360	37354	17,398,760	33916		0	43,659,220	-	37,796,860	97.2%
부천점	잡화(특정매입)	핸드백/피혁	엘레강스(핸드백)	복합	7.9	21,562,300	18,094,300	76347	15,471,300	65280	14,224,600	60019	11,934,400	-44.7%	13,746,600	-24.0%
부천점	잡화(특정매입)	핸드백/피혁	피에르가르뎅(핸드백)	복합	7.9	24,017,700	25,368,500	107040	25,948,600	109488	23,408,250	98769	17,492,150	-27.2%	17,239,250	-32.0%
부천점	잡화(특정매입)	핸드백/피혁	아메리칸투어리스트	정상	7.9	26,714,000	23,559,200	99406	22,252,300	93892	20,602,900	86932	27,669,400	3.6%	25,446,100	8.0%
부천점	잡화(특정매입)	제화	소다	정상	11.8	35,934,000	39,607,200	111885	38,125,500	107699	37,313,800	105406	37,012,000	3.0%	39,898,000	0.7%
부천점	잡화(특정매입)	제화	미셸BY탠디	정상	27.5	61,535,000	53,555,400	64916	70,033,000	84888	65,833,400	79798	53,326,600	-13.3%	60,524,000	13.0%
부천점	잡화(특정매입)	제화	제옥스(제화)	#N/A	#N/A		922,000	-	7,587,650	-	9,640,200	-		-		-100.0%
부천점	영캐쥬얼(특정)2001	베이직	로엠(ROEM)	정상	41.0	66,005,450	68,515,700	55704	103,986,190	84542	82,569,170	67129	142,568,750	116.0%	114,540,780	67.2%
부천점	영캐쥬얼(특정)2001	베이직	에이비에프지(ABFZ)	#N/A	10.3			0		0		0	22,369,500	-	17,542,700	-
부천점	영캐쥬얼(특정)2001	캐릭터	온앤온(ON n ON)	정상	16.7	16,678,900	17,351,290	34633	13,500,970	26948	8,721,840	17409	21,232,440	27.3%	10,626,080	-38.8%
부천점	영캐쥬얼(특정)2001	베이직	클라비스(CLOVIS)	정상	15.0	106,780,440	78,828,260	175174	92,709,150	206020	74,720,960	166047	103,780,210	-2.8%	87,013,130	10.4%
부천점	영캐쥬얼(특정)2001	베이직	미쏘	정상	120.7	111,413,260	89,729,180	24780	115,509,280	31900	157,837,750	43590	130,934,450	17.5%	117,331,038	30.8%
부천점	영캐쥬얼(특정)2001	베이직	리스트	정상	14.3	51,296,000	50,497,500	118059	56,216,400	131429	43,484,800	101664	52,024,000	1.4%	43,555,300	-13.7%
부천점	영캐쥬얼(특정)2001	스트릿	베네통(영캐주얼)	상설	26.0	43,179,560	43,359,470	55589	41,681,580	53438	27,285,308	34981	50,036,960	15.9%	41,361,100	-4.6%
부천점	영캐쥬얼(특정)2001	베이직	비지트인뉴욕	정상	10.7	32,714,920	19,254,500	59983	22,808,480	71054	21,445,396	66808	24,506,100	-25.1%	17,650,200	-8.3%
부천점	영캐쥬얼(특정)2001	캐릭터	숲(SOUP)	#N/A	14.5	48,609,700	39,455,700	91016	42,763,300	98645	33,281,800	76774		-100.0%		-100.0%
부천점	영캐쥬얼(특정)2001	베이직	씨(SI)	정상	12.2	25,108,500	25,639,130	70052	20,068,630	54832	29,421,760	80387	30,185,000	20.2%	27,452,530	7.1%
부천점	영캐쥬얼(특정)2001	스트릿	오픈클로젯	#N/A	16.1			0		0		0	24,718,670	-	30,948,260	-
부천점	영캐쥬얼(특정)2001	스트릿	헤이린뉴욕	복합	10.7	41,370,200	23,609,060	73442	35,787,200	111325	35,423,900	110195	33,771,200	-18.4%	34,353,900	45.5%
부천점	영캐쥬얼(특정)2001	캐릭터	틸버리	상설	14.4	31,215,000	27,004,000	62389	29,690,100	68595	28,759,800	66446	28,887,040	-7.5%	21,640,900	-19.9%
부천점	영캐쥬얼(특정)2001	스트릿	에잇컨셉	정상	10.0	37,448,700	34,366,590	115074	38,560,780	129118	30,175,410	101040	37,744,360	0.8%	61,636,100	79.3%
부천점	영캐쥬얼(특정)2001	스트릿	반에이크	#N/A	9.1	23,267,600	13,565,400	49901	21,030,300	77360	22,285,600	81978		-100.0%		-100.0%
부천점	영캐쥬얼(특정)2001	스트릿	리안뉴욕	#N/A	10.3			0		0		0	17,015,720	-	18,413,960	-
부천점	영캐쥬얼(특정)2001	캐릭터	JJ지고트	정상	23.0	31,901,370	22,754,620	32978	30,185,930	43748	30,629,110	44390	34,461,460	8.0%	30,083,250	32.2%
부천점	영캐쥬얼(특정)2001	캐릭터	라인	#N/A	15.5			0		0		0	25,036,020	-	20,002,120	-
부천점	영캐쥬얼(특정)2001	캐릭터	케네스레이디	정상	16.1	22,601,900	28,117,950	58215	36,796,750	76184	26,695,750	55271	38,087,020	68.5%	45,098,100	60.4%
부천점	영캐쥬얼(특정)2001	캐릭터	샤틴	정상	12.0	17,184,300	20,848,420	57912	19,326,240	53684	20,164,600	56013	11,566,960	-32.7%	13,979,060	-32.9%
부천점	영캐쥬얼(특정)2001	캐릭터	잇미샤	#N/A	#N/A	4,024,900		-		-		-		-100.0%		-
부천점	남성의류(특정매입)	신사캐쥬얼	인디안(INDIAN)	복합	12.9	72,782,000	74,962,500	193702	64,245,100	166008	91,017,600	235188	91,996,800	26.4%	101,319,500	35.2%
부천점	남성의류(특정매입)	신사캐쥬얼	크로커다일(CROCODILE)	상설	11.5	61,691,640	65,509,800	189883	70,555,000	204507	49,064,400	142216	61,416,500	-0.4%	74,645,700	13.9%
부천점	남성의류(특정매입)	신사정장	파크랜드(PARKLAND)	정상	14.4	32,679,600	27,823,600	64406	27,791,900	64333	24,414,500	56515	31,603,200	-3.3%	32,176,600	15.6%
부천점	남성의류(특정매입)	신사캐쥬얼	파렌하이트	#N/A	13.8	37,781,500	34,859,720	84202	43,054,940	103997	33,702,110	81406	39,010,481	3.3%	39,241,460	12.6%
부천점	남성의류(특정매입)	신사정장	브렌우드	정상	31.1	23,020,291	27,199,098	29152	37,750,570	40461	19,518,860	20921	39,122,200	69.9%	38,337,150	41.0%
부천점	남성의류(특정매입)	신사정장	트레몰로	복합	14.8	31,909,800	16,312,100	36739	9,339,550	21035	7,577,300	17066	24,334,700	-23.7%	23,618,900	44.8%
부천점	남성의류(특정매입)	신사정장	레노마옴므	정상	13.5	48,117,000	55,182,600	136040	60,198,000	148405	47,546,100	117214	52,973,600	10.1%	44,410,000	-19.5%
부천점	남성의류(특정매입)	신사정장	LF종합관	#N/A	#N/A			-		-		-	14,972,600	-	8,556,920	-
부천점	남성의류(특정매입)	신사TD	올젠	정상	12.9	51,756,100	46,287,540	119606	38,888,880	100488	38,642,870	99852	32,025,160	-38.1%	28,943,330	-37.5%
부천점	남성의류(특정매입)	신사캐쥬얼	지오지아	정상	15.0	50,561,120	42,717,570	94928	55,127,130	122505	43,667,400	97039	46,507,660	-8.0%	47,479,230	11.1%
부천점	남성의류(특정매입)	신사캐쥬얼	피에이티(PAT)	상설	21.1	42,605,600	40,005,600	63200	42,710,000	67472	50,016,500	79015	40,830,800	-4.2%	65,026,800	62.5%
부천점	남성의류(특정매입)	신사캐쥬얼	바쏘옴므	정상	13.8	55,940,900	50,550,000	122101	46,383,900	112038	36,106,400	87214	40,226,200	-28.1%	36,073,200	-28.6%
부천점	남성의류(특정매입)	신사캐쥬얼	앤드지	정상	17.7	15,454,570	18,038,400	33971	20,403,100	38424	14,603,990	27503	19,930,020	29.0%	17,446,540	-3.3%
부천점	남성의류(특정매입)	신사캐쥬얼	에디션	정상	13.8	24,530,520	27,184,930	65664	22,652,080	54715	19,937,250	48158	17,525,820	-28.6%	22,920,143	-15.7%
부천점	남성의류(특정매입)	골프	제이디엑스(JDX)	정상	13.0			0	37,129,200	95203	37,227,400	95455	43,521,470	-	47,227,600	-
부천점	남성의류(특정매입)	골프	팬텀	정상	13.4			0	19,616,500	48797	14,372,220	35752	14,763,800	-	18,051,410	-
부천점	남성의류(특정매입)	골프	루이까스텔	정상	13.5			0	63,283,300	156255	52,966,800	130782	114,370,580	-	178,608,610	-
부천점	아동의류(특정매입)	유아	아가방	#N/A	11.8	65,867,000	68,127,600	192451	67,701,600	191247	47,740,700	134861	68,165,000	3.5%	69,617,700	2.2%
부천점	아동의류(특정매입)	스포츠키즈	아디다스키즈	정상	10.0	47,588,000	40,185,000	133950	42,982,200	143274	28,624,800	95416	39,478,600	-17.0%	34,036,308	-15.3%
부천점	아동의류(특정매입)	스포츠키즈	휠라키즈	정상	10.0	41,910,600	28,549,300	95164	27,904,900	93016	23,419,590	78065	42,115,800	0.5%	30,531,100	6.9%
부천점	아동의류(특정매입)	토들러	베네통키즈	상설	8.0	26,957,000	26,677,300	111155	24,851,450	103548	13,853,000	57721	27,062,500	0.4%	28,397,000	6.4%
부천점	아동의류(특정매입)	주니어	에어워크주니어	#N/A	8.2	27,037,700	26,289,705	107476	23,329,000	95372	15,094,000	61706		-100.0%		-100.0%
부천점	아동의류(특정매입)	스포츠키즈	뉴발란스키즈	정상	25.8	149,701,900	112,530,100	145388	122,617,230	158420	90,125,940	116442	127,255,000	-15.0%	129,719,410	15.3%
부천점	아동의류(특정매입)	스포츠키즈	블랙야크키즈	복합	13.5	23,492,900	19,267,100	47573	23,461,200	57929	21,959,900	54222	25,765,300	9.7%	25,014,400	29.8%
부천점	아동의류(특정매입)	유아	앙팡스(압소바)	상설	11.9	36,782,570	40,348,500	113021	43,646,100	122258	34,235,910	95899	31,570,400	-14.2%	38,286,570	-5.1%
부천점	아동의류(특정매입)	주니어	폴햄키즈	복합	16.2	82,999,950	76,266,850	156855	63,565,350	130732	34,096,750	70125	60,012,370	-27.7%	60,001,280	-21.3%
부천점	아동의류(특정매입)	주니어	탑텐키즈	복합	26.8	109,470,288	110,494,248	137431	114,552,800	142479	79,050,286	98321	98,498,220	-10.0%	86,577,400	-21.6%
부천점	아동의류(특정매입)	스포츠키즈	NBA키즈	복합	20.0	86,838,900	57,567,200	95945	55,295,800	92160	28,902,900	48172	70,054,500	-19.3%	62,933,800	9.3%
부천점	아동의류(특정매입)	스포츠키즈	MLB키즈	상설	19.4	49,097,900	43,047,350	73965	48,201,000	82820	23,708,500	40736	52,613,250	7.2%	52,698,060	22.4%
부천점	아동의류(특정매입)	주니어	지프키즈	상설	7.0	47,621,920	42,128,920	200614	34,894,910	166166	17,087,150	81367	29,701,830	-37.6%	37,887,500	-10.1%
부천점	아동의류(특정매입)	주니어	스파오키즈	복합	19.3	101,139,360	74,177,220	127946	48,235,940	83201	38,982,220	67239	77,266,100	-23.6%	77,843,800	4.9%
부천점	아동의류(특정매입)	토들러	페리미츠	복합	8.4	43,016,800	27,735,215	110282	31,207,630	124089	18,302,540	72776	32,057,618	-25.5%	37,081,780	33.7%
부천점	아동의류(특정매입)	유아	모이몰른	정상	9.6	43,278,300	44,279,200	153747	51,070,700	177329	32,966,800	114468	46,254,050	6.9%	54,416,100	22.9%
부천점	아동의류(특정매입)	주니어	행텐틴즈	복합	7.0	58,001,705	56,530,200	269191	70,588,645	336136	39,910,385	190049	62,648,125	8.0%	77,960,595	37.9%
부천점	여성의류(특정)NC	여성캐릭터	미니멈	상설	15.4	27,748,750	130,444,300	282347	25,250,650	54655	26,023,600	56328	25,126,000	-9.5%	122,285,958	-6.3%
부천점	여성의류(특정)NC	여성커리어	쉬즈미스	정상	16.3	34,588,200	36,131,200	73679	42,755,400	87187	28,528,700	58176	45,921,600	32.8%	42,227,600	16.9%
부천점	여성의류(특정)NC	여성커리어	안지크	정상	12.5	35,844,900	36,641,300	97631	43,459,800	115799	32,085,900	85493	53,220,800	48.5%	40,108,420	9.5%
부천점	여성의류(특정)NC	여성커리어	요하넥스	상설	14.2	52,264,800	31,299,200	73455	44,549,600	104552	20,513,600	48143	59,332,800	13.5%	27,040,900	-13.6%
부천점	여성의류(특정)NC	마담	올리비아로렌	상설	14.0	26,191,330	68,060,900	162050	41,426,330	98634	32,393,010	77126	40,450,730	54.4%	77,137,820	13.3%
부천점	여성의류(특정)NC	여성커리어	베스띠벨리	정상	10.5	17,253,210	19,866,470	63068	21,420,270	68001	44,362,740	140834	23,560,854	36.6%	27,251,305	37.2%
부천점	여성의류(특정)NC	여성커리어	더레노마	정상	11.6	35,159,550	34,697,900	99707	45,685,200	131279	28,200,800	81037	46,011,700	30.9%	32,788,300	-5.5%
부천점	여성의류(특정)NC	여성캐릭터	린	상설	14.5	44,184,610	42,394,250	97458	40,223,200	92467	45,067,900	103604	43,117,650	-2.4%	44,561,580	5.1%
부천점	여성의류(특정)NC	여성커리어	미샤(커리어)	상설	30.3	61,887,600	20,957,340	23055	26,444,580	29092	57,607,540	63375	100,078,540	61.7%	11,635,560	-44.5%
부천점	여성의류(특정)NC	여성커리어	발렌시아	정상	19.6			0		0		0	31,401,800	-	30,007,200	-
부천점	여성의류(특정)NC	여성TD	비씨비지	#N/A	21.1			0		0		0	20,863,400	-	36,823,000	-
부천점	여성의류(특정)NC	여성커리어	제시뉴욕	상설	21.2	36,122,540	54,169,740	85173	40,726,640	64036	26,676,320	41944	46,253,360	28.0%	65,689,560	21.3%
부천점	여성의류(특정)NC	여성TD	기비/키이스	상설	14.6			0		0		0	52,224,700	-	40,445,668	-
부천점	여성의류(특정)NC	여성커리어	더아이잗	정상	13.0	50,279,630	66,155,490	169629	60,005,630	153861	53,334,910	136756	90,029,740	79.1%	70,009,240	5.8%
부천점	여성의류(특정)NC	여성커리어	케이엘	정상	16.9	43,366,000	47,227,000	93150	50,200,004	99014	43,002,000	84817	53,399,920	23.1%	52,098,000	10.3%
부천점	여성의류(특정)NC	여성커리어	보니스팍스	정상	12.7	47,029,200	35,022,900	91924	30,028,200	78814	30,814,100	80877	54,403,000	15.7%	35,519,000	1.4%
부천점	스포츠(특정)NC	스포츠	나이키(NIKE)	#N/A	110.0			0		0		0	224,534,500	-	237,727,400	-
부천점	스포츠(특정)NC	스포츠	아디다스(ADIDAS)	상설	274.2	477,843,100	532,189,200	64696	583,503,400	70934	497,284,200	60453	584,888,500	22.4%	605,346,500	13.7%
부천점	스포츠(특정)NC	아웃도어	웨스트우드	복합	20.2	13,665,400	19,082,900	31436	19,030,300	31349	24,244,860	39939	28,405,530	107.9%	32,535,510	70.5%
부천점	스포츠(특정)NC	스포츠	푸마(PUMA)	정상	16.4	34,192,400	40,700,100	82912	36,047,200	73434	27,955,500	56950	43,896,700	28.4%	-125,502,400	-408.4%
부천점	스포츠(특정)NC	스포츠	프로스펙스	정상	15.9	22,992,600	35,419,600	74255	20,888,440	43791	21,947,800	46012	9,697,800	-57.8%	9,532,700	-73.1%
